FENCE_ID,LATITUDE_0,LONGITUDE_0,LATITUDE_1,LONGITUDE_1,LATITUDE_2,LONGITUDE_2,LATITUDE_3,LONGITUDE_3,LATITUDE_4,LONGITUDE_4,LATITUDE,LONGITUDE,ROAD,AREA,FID,LENGTH,WIDTH
七星西路_L_2_B,24.4883900458,118.0913811138,24.4884765721,118.0913661654,24.4884791101,118.0913837023,24.4883925838,118.0913986516,24.4883900458,118.0913811138,24.488434577950002,118.091382408275,七星西路,17.46278833013764,73,9.703152203460007,1.7997026083864434
七星西路_L_3_A,24.4881312594,118.0914298667,24.4882040053,118.0914072447,24.4882074404,118.0914204348,24.4881346945,118.0914430568,24.4881312594,118.0914298667,24.4881693499,118.09142515075,七星西路,11.645698688009976,74,8.37765105694319,1.3900911614548936
七星西路_L_3_B,24.4885970443,118.091343002,24.4886490707,118.0913338648,24.4886516494,118.0913513952,24.4885996221,118.0913605323,24.4885970443,118.091343002,24.488624346625,118.091347198575,七星西路,10.504610051134845,75,5.83667464552852,1.7997593988183724
七星西路_L_4_A,24.4889322378,118.0912014467,24.4889919553,118.0911960219,24.4889929693,118.0912093514,24.4889332518,118.0912147762,24.4889322378,118.0912014467,24.48896260355,118.09120539905,七星西路,8.998958388556241,76,6.63744531617397,1.3557864449184676
七星西路_L_4_B,24.4901437918,118.0910594628,24.4903886862,118.0910150205,24.4903911999,118.0910315621,24.4901463054,118.0910760054,24.4901437918,118.0910594628,24.490267495825,118.0910455127,七星西路,46.73606332615266,77,27.497325922610173,1.6996584852537637
七星西路_L_5_A,24.4914601291,118.0907340904,24.4914923844,118.0906874592,24.4915005822,118.0906942307,24.4914683269,118.0907408619,24.4914601291,118.0907340904,24.49148035565,118.09071416055,七星西路,6.744160905457441,78,5.924994976765063,1.138255970157738
七星西路_L_5_B,24.4904039115,118.0910109743,24.4904535736,118.0910017356,24.4904563005,118.0910192398,24.4904066385,118.0910284775,24.4904039115,118.0910109743,24.490430106025002,118.0910151068,七星西路,10.042819773773942,79,5.579981645870667,1.7997944099342857
七星西路_L_6,24.4908293693,118.0909283398,24.4909120896,118.0909155351,24.4909143683,118.0909331155,24.490831648,118.0909459201,24.4908293693,118.0909283398,24.4908718688,118.090930727625,七星西路,16.65511647793648,80,9.254014633788538,1.7997720056682012
七星西路_L_7,24.4910492871,118.090892603,24.4911385116,118.0908776507,24.4911408373,118.0908942263,24.4910516128,118.0909091786,24.4910492871,118.090892603,24.491095062199996,118.09089341465,七星西路,16.99516646073724,81,9.998520157332798,1.699768185022179
七星西路_R_1_A,24.4913957882,118.0911886828,24.4913377542,118.0911795525,24.4913396441,118.091165208,24.4913976781,118.0911743383,24.4913957882,118.0911886828,24.49136771615,118.0911769454,七星西路,9.540165690075376,82,6.494435303000239,1.4689753989339303
七星西路_R_1_B,24.4884784545,118.0916956072,24.4884024935,118.0917095476,24.4883997251,118.0916915333,24.4884756853,118.0916775928,24.4884784545,118.0916956072,24.4884390896,118.091693570225,七星西路,15.79700900596601,83,8.531677052833338,1.851571374319646
七星西路_R_2_A,24.4887491211,118.0916437886,24.4887184207,118.0916495772,24.4887158986,118.0916336047,24.488746599,118.0916278161,24.4887491211,118.0916437886,24.488732509849996,118.09163869665001,七星西路,5.669505413208568,84,3.4507902100830776,1.6429585886277551
七星西路_R_2_B,24.4888649858,118.0916256786,24.4887633758,118.0916423067,24.4887609697,118.0916247483,24.4888625797,118.0916081201,24.4888649858,118.0916256786,24.488812977749998,118.091625213425,七星西路,20.480454990696234,85,11.38037174096858,1.7996297007564315
七星西路_R_3_A,24.4883885494,118.0917176306,24.488312085,118.0917371953,24.4883079691,118.091717987,24.4883844335,118.0916984223,24.4883885494,118.0917176306,24.48834825925,118.0917178088,七星西路,17.394719429406294,86,8.698684552477815,1.9996953935352697
七星西路_R_3_B,24.489279034,118.0915460025,24.4891911682,118.0915638107,24.4891882053,118.0915463529,24.4892760711,118.0915285447,24.489279034,118.0915460025,24.48923361965,118.0915461777,七星西路,17.814847974604934,87,9.898467145769043,1.7997582567336836
七星西路_R_4,24.4899730404,118.0914108875,24.489891272,118.0914267421,24.489888433,118.0914092597,24.4899702014,118.091393405,24.4899730404,118.0914108875,24.4899307367,118.091410073575,七星西路,16.555156357738,88,9.198577247842534,1.799751843321303
七星西路_R_5,24.4905421898,118.0912995974,24.490452247,118.0913158897,24.4904497353,118.0912993313,24.4905396781,118.0912830391,24.4905421898,118.0912995974,24.49049596255,118.091299464375,七星西路,17.180578053130592,89,10.098491972289752,1.7013013527439615
七星路0_R_1,24.4893912676,118.093932403,24.4893878692,118.09391803,24.4894183288,118.093908586,24.4894217254,118.093922959,24.4893912676,118.093932403,24.489404797749998,118.0939204945,七星路,5.277184085557227,90,3.50704436985728,1.5047383292079604
七星路_L_1_A,24.4878205158,118.0943076617,24.4878498928,118.0942919082,24.4878541511,118.0943013903,24.4878247741,118.0943171438,24.4878205158,118.0943076617,24.48783733345,118.094304526,七星路,3.8807194279440957,91,3.624655328603506,1.0706450892916335
七星路_L_1_B,24.4911081188,118.0932039813,24.49117495,118.0931855571,24.4911789245,118.0932027734,24.4911120933,118.0932211976,24.4911081188,118.0932039813,24.491143521650002,118.09320337735,七星路,13.740217347195372,92,7.634515404090741,1.7997497706053567
七星路_L_2_A,24.4869096358,118.0946089575,24.486982252,118.0945836426,24.4869861347,118.0945969417,24.4869135185,118.0946222566,24.4869096358,118.0946089575,24.48694788525,118.0946029496,七星路,11.946552905848112,93,8.442759421765004,1.4150057237270681
七星路_L_2_B,24.4912984224,118.0931511232,24.4913729981,118.0931290569,24.4913772449,118.0931461947,24.4913026692,118.093168262,24.4912984224,118.0931511232,24.49133783365,118.0931486592,七星路,15.401415549993953,94,8.557863055001118,1.799680066274669
七星路_L_3,24.4869232567,118.0947304992,24.4868491333,118.0947543426,24.4868461681,118.0947433356,24.4869202915,118.0947194922,24.4869232567,118.0947304992,24.486884712400002,118.0947369174,七星路,9.954271273405354,95,8.558645615770033,1.1630661812966951
七星路_R_1,24.4883979478,118.0942600618,24.4882749551,118.0942970263,24.4882710285,118.0942814275,24.4883940221,118.094244463,24.4883979478,118.0942600618,24.488334488375,118.09427074465,七星路,23.17028599180369,96,14.129192894826868,1.6398874418571385
七星路_R_10,24.4908796531,118.093439679,24.4908224052,118.0934565671,24.4908184061,118.0934403806,24.4908756539,118.0934234924,24.4908796531,118.093439679,24.490849029575003,118.093440029775,七星路,11.16207437358319,97,6.568078632563228,1.6994428657178133
七星路_R_11,24.4911472845,118.0933705359,24.4910729165,118.0933908401,24.4910690141,118.0933737695,24.4911433811,118.0933534653,24.4911472845,118.0933705359,24.49110814905,118.0933721527,七星路,15.142849816240517,98,8.4906066074795,1.7834826787170848
七星路_R_2,24.4889401549,118.0940786662,24.4888744843,118.094100349,24.4888705681,118.0940861855,24.4889362387,118.0940645027,24.4889401549,118.0940786662,24.488905361500002,118.09408242585,七星路,11.396443865801473,99,7.59881506585138,1.4997659196914017
七星路_R_3,24.4892865837,118.0939678496,24.4892247888,118.0939888499,24.4892204701,118.0939736748,24.489282265,118.0939526755,24.4892865837,118.0939678496,24.4892535269,118.09397076245001,七星路,11.546840271175563,100,7.168093970915846,1.6108661965128028
七星路_R_4,24.4895112035,118.0938969564,24.489436164,118.0939214811,24.4894317035,118.0939051841,24.489506743,118.0938806604,24.4895112035,118.0938969564,24.489471453500002,118.09390107050001,七星路,14.958570245351973,101,8.67555935898674,1.7242196873285016
七星路_R_5,24.4896900119,118.0938410422,24.4896138624,118.0938654064,24.4896095617,118.0938493555,24.4896857113,118.0938249912,24.4896900119,118.0938410422,24.489649786825,118.093845198825,七星路,14.89949248140342,102,8.788837818383715,1.6952744821662287
七星路_R_6,24.4898156016,118.0937988407,24.4897486187,118.0938215018,24.4897440962,118.0938055396,24.4898110792,118.0937828785,24.4898156016,118.0937988407,24.489779848924996,118.09380219015,七星路,13.15503817789757,103,7.766817488829188,1.693748848459246
七星路_R_7,24.4902635351,118.093645798,24.4901861512,118.0936709617,24.4901817748,118.0936548903,24.4902591587,118.0936297266,24.4902635351,118.093645798,24.49022265495,118.09365034414999,七星路,15.199681303279263,104,8.94291339818378,1.6996341825658485
七星路_R_8,24.4904625008,118.0935813995,24.4904076762,118.0935983499,24.4904034989,118.0935822151,24.4904583235,118.0935652647,24.4904625008,118.0935813995,24.49043299985,118.09358180730001,七星路,10.726603478916813,105,6.311042809978322,1.699656269476907
七星路_R_9,24.4907495444,118.0934830278,24.4906899553,118.0935039766,24.4906852594,118.0934880247,24.4907448485,118.0934670759,24.4907495444,118.0934830278,24.4907174019,118.09348552624999,七星路,11.776815450420104,106,6.933562363672454,1.6985230438141405
七星路(体育路至湖滨北路)_L_1,24.4850212754,118.0952140063,24.4850951321,118.0951912869,24.4850992903,118.0952074278,24.4850254335,118.0952301472,24.4850212754,118.0952140063,24.485060282825,118.09521071705001,七星路体育路至湖滨北路,14.445670413811259,107,8.498739386317252,1.6997427214991918
七星路(体育路至湖滨北路)_L_2,24.4851946274,118.0951563608,24.4852482731,118.0951389369,24.4852536744,118.0951587915,24.4852000287,118.0951762164,24.4851946274,118.0951563608,24.485224150900002,118.0951575764,七星路体育路至湖滨北路,13.015670037127645,108,6.199015710155191,2.0996349494332547
七星路(体育路至湖滨北路)_L_3,24.485738698,118.0949802931,24.4857856405,118.0949659449,24.4857900174,118.0949830436,24.4857430749,118.0949973918,24.485738698,118.0949802931,24.4857643577,118.09498166835,七星路体育路至湖滨北路,9.717217366185539,109,5.399183255010761,1.7997569090042251
七星路(体育路至湖滨北路)_L_4,24.4859102437,118.0949254978,24.4860149452,118.094891511,24.4860193151,118.0949075848,24.4859146136,118.0949415716,24.4859102437,118.0949254978,24.4859647794,118.0949165413,七星路体育路至湖滨北路,20.563439558058448,110,12.098179487516934,1.699713546098079
七星路(体育路至湖滨北路)_L_5,24.4864150511,118.0947616336,24.4864940065,118.0947370008,24.486498219,118.0947531256,24.4864192636,118.0947777574,24.4864150511,118.0947616336,24.48645663505,118.09475737934999,七星路体育路至湖滨北路,15.459610766467222,111,9.09498209752078,1.6997956236418967
七星路(体育路至湖滨北路)_L_6,24.486687155,118.0946744463,24.4867568938,118.0946504428,24.4867615035,118.0946664359,24.4866917656,118.0946904404,24.486687155,118.0946744463,24.486724329475,118.09467044134999,七星路体育路至湖滨北路,13.765116076273271,112,8.098774508588695,1.699654196036136
七星路(体育路至湖滨北路)_L_7,24.4871436389,118.0945276225,24.4872027386,118.0945103233,24.4872060055,118.0945236504,24.4871469058,118.0945409497,24.4871436389,118.0945276225,24.4871748222,118.094525636475,七星路体育路至湖滨北路,9.47780263567304,113,6.77698841113806,1.3985272012707237
七星路(体育路至湖滨北路)_L_8,24.4873910285,118.0944455402,24.487452615,118.0944255181,24.4874571197,118.0944420638,24.4873955332,118.0944620858,24.4873910285,118.0944455402,24.487424074099998,118.09444380197499,七星路体育路至湖滨北路,12.453609011680275,114,7.117155493294662,1.749801451354166
七星路(体育路至湖滨北路)_L_9,24.4875393493,118.0944013448,24.4876305118,118.0943768517,24.4876335298,118.0943902615,24.4875423664,118.0944147546,24.4875393493,118.0944013448,24.487586439325,118.09439580315,七星路体育路至湖滨北路,14.555480613223379,115,10.39838327441015,1.3997830459898142
七星路(体育路至湖滨北路)_R_1,24.4851281975,118.0953139763,24.4850533131,118.0953402408,24.4850489286,118.0953253141,24.485123813,118.0952990496,24.4851281975,118.0953139763,24.48508856305,118.09531964520001,七星路体育路至湖滨北路,13.843277623663582,116,8.711391124773742,1.5891006872938596
