,FENCE_ID,LATITUDE,LONGITUDE,ROAD
107,七星路(体育路至湖滨北路)_L_1,24.485060282825,118.09521071705001,七星路体育路至湖滨北路
108,七星路(体育路至湖滨北路)_L_2,24.485224150900002,118.0951575764,七星路体育路至湖滨北路
109,七星路(体育路至湖滨北路)_L_3,24.4857643577,118.09498166835,七星路体育路至湖滨北路
110,七星路(体育路至湖滨北路)_L_4,24.4859647794,118.0949165413,七星路体育路至湖滨北路
111,七星路(体育路至湖滨北路)_L_5,24.48645663505,118.09475737934999,七星路体育路至湖滨北路
112,七星路(体育路至湖滨北路)_L_6,24.486724329475,118.09467044134999,七星路体育路至湖滨北路
113,七星路(体育路至湖滨北路)_L_7,24.4871748222,118.094525636475,七星路体育路至湖滨北路
114,七星路(体育路至湖滨北路)_L_8,24.487424074099998,118.09444380197499,七星路体育路至湖滨北路
115,七星路(体育路至湖滨北路)_L_9,24.487586439325,118.09439580315,七星路体育路至湖滨北路
116,七星路(体育路至湖滨北路)_R_1,24.48508856305,118.09531964520001,七星路体育路至湖滨北路
117,七星路(体育路至湖滨北路)_R_2,24.485352451,118.09523412135,七星路体育路至湖滨北路
118,七星路(体育路至湖滨北路)_R_3,24.485525315275,118.095179228725,七星路体育路至湖滨北路
119,七星路(体育路至湖滨北路)_R_4,24.487277125549998,118.0946135995,七星路体育路至湖滨北路
120,七星路(体育路至湖滨北路)_R_5,24.487503930049996,118.09453792885,七星路体育路至湖滨北路
121,七星路(体育路至湖滨北路)_R_6,24.487793761625,118.0944382686,七星路体育路至湖滨北路
122,万寿路0_L_1,24.463024725,118.09635938425001,万寿路
123,万寿路0_L_2,24.463026566449997,118.09889521624999,万寿路
124,万寿路0_L_3,24.4641403739,118.09938637975,万寿路
125,万寿路0_L_4,24.464162747775,118.09941446675,万寿路
126,万寿路0_L_5,24.46418130965,118.099437481,万寿路
127,万寿路0_R_1,24.462932357074997,118.09628875150001,万寿路
128,万寿路0_R_2,24.462934054175,118.09635706925,万寿路
129,万寿路0_R_3,24.46296891885,118.09792971975,万寿路
130,万寿路0_R_4,24.462972413425,118.09813757225,万寿路
131,万寿路0_R_5,24.462472745225,118.09988457575,万寿路
132,下堡路0_L_1,24.500458490725002,118.18401193649999,下堡路
133,下堡路0_L_2,24.500374469625,118.18473700575001,下堡路
134,下堡路0_L_A06001,24.500412500000003,118.18422050000001,下堡路
135,下堡路0_L_A06002,24.500391999999998,118.18680900000001,下堡路
136,下堡路0_L_A06003,24.4998485,118.190484,下堡路
137,下堡路0_L_A06004,24.500255249999995,118.18489124999999,下堡路
138,下堡路0_L_3,24.500401747374998,118.18548472475,下堡路
139,下堡路0_L_4,24.500400553775002,118.18614518525,下堡路
140,下堡路0_L_5,24.500437068025,118.186878453,下堡路
141,下堡路0_L_6,24.500464236950002,118.18691889099999,下堡路
142,下堡路0_L_7,24.50043487455,118.18758119549999,下堡路
143,下堡路0_R_A06002,24.50023525,118.184477,下堡路
144,下堡路0_R_A06003,24.5002955,118.18621300000001,下堡路
145,下堡路0_R_A06004,24.50029275,118.18789425,下堡路
146,下堡路0_R_A06005,24.499697,118.19064924999999,下堡路
147,下澳仔路_L_1,24.439785554275,118.08691343565,下澳仔路
148,下澳仔路_R_1,24.440129092049997,118.085667955275,下澳仔路
149,东坪山路0_L_1,24.468985511825,118.11708994275,东坪山路
150,东坪山路0_L_2,24.4704349157,118.11699621675001,东坪山路
151,东坪山路0_L_3,24.470598833375,118.116827031,东坪山路
152,东坪山路0_L_4,24.4706668935,118.11675657825,东坪山路
153,东坪山路0_L_5,24.471854685225,118.11587288925,东坪山路
154,东坪山路0_L_6,24.474369218649997,118.11493246449999,东坪山路
155,东坪山路0_R_1,24.470104432625,118.11748602750001,东坪山路
156,东坪山路0_R_2,24.472406167775,118.11598836875,东坪山路
157,东坪山路0_R_3,24.4741339932,118.11556856975,东坪山路
158,东坪山路0_R_4,24.474573529675002,118.11486402599999,东坪山路
159,东坪山路_L_1,24.470431559999998,118.11704675000001,东坪山路
160,东坪山路_L_2,24.471403402500002,118.11602627500001,东坪山路
161,东坪山路_L_A04001,24.474802187250003,118.11436933675,东坪山路
162,东坪山路_L_3,24.47227168,118.115907375,东坪山路
163,东坪山路_L_4,24.474347615,118.11501415000001,东坪山路
164,东坪山路_L_5,24.474579655,118.1144831,东坪山路
165,东坪山路_R_1,24.47476137,118.114470175,东坪山路
166,东坪山路_R_2,24.474511745,118.11500290000001,东坪山路
167,东坪山路_R_3,24.472329485,118.11601265,东坪山路
168,东坪山路_R_4,24.471092669999997,118.11644495,东坪山路
169,东埔路0_L_A14001,24.4746515,118.12060299999999,东埔路
170,东岳二路0_L_1,24.493532922074998,118.10105750000001,东岳二路
171,东岳二路_L_1,24.492311366624996,118.10171752919999,东岳二路
172,东岳二路_L_A09001,24.49054125,118.10229225,东岳二路
173,东岳二路_R_1,24.491588048625,118.1021646206,东岳二路
174,东岳二路_R_2,24.49138049505,118.1022229917,东岳二路
175,东明路0_L_1,24.484536284425005,118.10628613749999,东明路
176,东明路0_L_2,24.485318503825,118.1091556275,东明路
177,东明路0_L_3,24.485600695825,118.11019724075001,东明路
178,东明路0_L_4,24.485728550325,118.1106644925,东明路
179,东明路0_R_1,24.482922265924998,118.105039506,东明路
180,东明路0_R_2,24.482934403425,118.10508407575,东明路
181,东明路_L_1,24.48295268055,118.104849461925,东明路
182,东明路_L_10,24.484431886,118.105895467875,东明路
183,东明路_L_11,24.484502108325,118.106149410175,东明路
184,东明路_L_2,24.48305027145,118.10512162379999,东明路
185,东明路_L_A08001,24.485083500000002,118.10829849999999,东明路
186,东明路_L_A09001,24.485478,118.10974350000001,东明路
187,东明路_L_3,24.483104683025,118.10525198379999,东明路
188,东明路_L_4,24.4831034707,118.10532090575,东明路
189,东明路_L_5,24.483238062650003,118.10545950545,东明路
190,东明路_L_6,24.4833344837,118.105425174375,东明路
191,东明路_L_7,24.4836873781,118.10534132490001,东明路
192,东明路_L_8,24.483881591699998,118.10527671614999,东明路
193,东明路_L_9,24.484324275725,118.105505961725,东明路
194,东明路_R_1,24.48443365995,118.106223419025,东明路
195,东明路_R_10,24.482520006599998,118.103596120975,东明路
196,东明路_R_11,24.482449006950002,118.10343047665,东明路
197,东明路_R_2,24.484356040275003,118.10595162027501,东明路
198,东明路_R_3,24.48429367445,118.10570703145001,东明路
199,东明路_R_4,24.484247123899998,118.1055409112,东明路
200,东明路_R_5,24.4829302161,118.10506035157499,东明路
201,东明路_R_6,24.482821885200003,118.1046736618,东明路
202,东明路_R_7,24.482792820625,118.10456991587499,东明路
203,东明路_R_8,24.482748959475003,118.10441335389999,东明路
204,东明路_R_9,24.482725443425004,118.1043294141,东明路
205,东浦二路_L_1,24.47585160905,118.121208007275,东浦二路
206,东浦二路_R_1,24.474932437275,118.121596460575,东浦二路
207,东浦路0_L_1,24.474537802875,118.11964155025,东浦路
208,东浦路0_L_10,24.47709892905,118.1242727825,东浦路
209,东浦路0_L_11,24.47865124995,118.12397389200001,东浦路
210,东浦路0_L_12,24.478686746325003,118.12395495,东浦路
211,东浦路0_L_13,24.478721791425002,118.123936088,东浦路
212,东浦路0_L_14,24.478873955900003,118.12388846750001,东浦路
213,东浦路0_L_2,24.47456972095,118.119845317,东浦路
214,东浦路0_L_3,24.474581354725,118.11994073225,东浦路
215,东浦路0_L_4,24.474632847425,118.12050329325,东浦路
216,东浦路0_L_5,24.4746333871,118.120593749,东浦路
217,东浦路0_L_6,24.474632909175,118.120744159,东浦路
218,东浦路0_L_7,24.474633413475004,118.12084240624999,东浦路
219,东浦路0_L_8,24.474635217550002,118.12130190850002,东浦路
220,东浦路0_L_9,24.474635576424998,118.12134808975,东浦路
221,东浦路0_R_1,24.473842112525,118.1175868135,东浦路
222,东浦路0_R_10,24.474967801325,118.12464815125,东浦路
223,东浦路0_R_11,24.47659781095,118.12764362425,东浦路
224,东浦路0_R_12,24.47674917895,118.12805804749999,东浦路
225,东浦路0_R_2,24.473857442075,118.11764381199998,东浦路
226,东浦路0_R_3,24.473985081000002,118.11819085799999,东浦路
227,东浦路0_R_4,24.474126471,118.1186222835,东浦路
228,东浦路0_R_5,24.474386678600002,118.12008673725,东浦路
229,东浦路0_R_6,24.474375134324998,118.12159783125,东浦路
230,东浦路0_R_7,24.474336054725,118.12178442025,东浦路
231,东浦路0_R_8,24.474357101274997,118.121822996,东浦路
232,东浦路0_R_9,24.474952912375,118.12459307825,东浦路
233,东浦路_L_1,24.47886194295,118.12390225525002,东浦路
234,东浦路_L_10,24.47447768,118.1194442947,东浦路
235,东浦路_L_11,24.47432598205,118.11880227019999,东浦路
236,东浦路_L_12,24.474143512650002,118.1180915669,东浦路
237,东浦路_L_13,24.474020446599997,118.117591832075,东浦路
238,东浦路_L_14,24.473885071125,118.1170310833,东浦路
239,东浦路_L_15,24.4737359213,118.11650529970001,东浦路
240,东浦路_L_16,24.47393481635,118.12072350944999,东浦路
241,东浦路_L_17,24.473422311625,118.120377609225,东浦路
242,东浦路_L_2,24.47714148665,118.124272297825,东浦路
243,东浦路_L_A04001,24.47455798105,118.11987361445,东浦路
244,东浦路_L_3,24.4759146361,118.12475885635001,东浦路
245,东浦路_L_4,24.47563780215,118.12485575895,东浦路
246,东浦路_L_5,24.4749487332,118.12413466262501,东浦路
247,东浦路_L_6,24.4746181518,118.12255794890001,东浦路
248,东浦路_L_7_A,24.474610272475,118.12230618644999,东浦路
249,东浦路_L_7_B,24.474610418799998,118.121311801575,东浦路
250,东浦路_L_8,24.47461526925,118.1208438608,东浦路
251,东浦路_L_9,24.474609151175002,118.1203885019,东浦路
252,东浦路_R_10,24.47685094095,118.1244888488,东浦路
253,东浦路_R_11,24.477347547000004,118.12438653525001,东浦路
254,东浦路_R_12,24.478314580825,118.12434508205,东浦路
255,东浦路_R_1_A,24.473528662425,118.116333394875,东浦路
256,东浦路_R_1_B,24.47654639655,118.12706198174999,东浦路
257,东浦路_R_A04001,24.4740414478,118.118276586625,东浦路
258,东浦路_R_A04002,24.474063739499996,118.11837902810001,东浦路
259,东浦路_R_A04003,24.4740976178,118.11861155985001,东浦路
260,东浦路_R_2_A,24.47386087295,118.1175875933,东浦路
261,东浦路_R_2_B,24.476740066399998,118.1279431654,东浦路
262,东浦路_R_3_B,24.478142520149998,118.129182062525,东浦路
263,东浦路_R_4,24.474194710575,118.1188854386,东浦路
264,东浦路_R_5,24.474329381275,118.11942257235,东浦路
265,东浦路_R_6,24.474381505599997,118.1218575361,东浦路
266,东浦路_R_7,24.47443944015,118.122420546225,东浦路
267,东浦路_R_8,24.4744617894,118.122782879775,东浦路
268,东浦路_R_9,24.47674869755,118.12452908195,东浦路
269,东渡路0_L_1,24.48627407645,118.07433401425001,东渡路
270,东渡路0_L_2,24.486329152825,118.07435265774998,东渡路
271,东渡路0_L_3,24.490672609725,118.075869776,东渡路
272,东渡路0_L_4,24.492048365275004,118.0764520465,东渡路
273,东渡路0_L_5,24.499255753975,118.080201195,东渡路
274,东渡路0_L_6,24.501501746725,118.08110321249998,东渡路
275,东渡路0_L_7,24.5048340953,118.08316071675,东渡路
276,东渡路0_L_8,24.504986682899997,118.08333909625,东渡路
277,东渡路0_R_1,24.481235434949998,118.07321779075,东渡路
278,东渡路0_R_10,24.50126532265,118.08155750374999,东渡路
279,东渡路0_R_11,24.503214682375,118.08236008075001,东渡路
280,东渡路0_R_12,24.50327542325,118.08239588175,东渡路
281,东渡路0_R_2,24.4865588022,118.07479894075,东渡路
282,东渡路0_R_3,24.487484383925,118.075133653,东渡路
283,东渡路0_R_4,24.48841858985,118.07545549025001,东渡路
284,东渡路0_R_5,24.488502033224997,118.0754838405,东渡路
285,东渡路0_R_6,24.4899287209,118.0759752115,东渡路
286,东渡路0_R_7,24.490292769125002,118.07607702925,东渡路
287,东渡路0_R_8,24.496082000575,118.079397806,东渡路
288,东渡路0_R_9,24.501189574650002,118.08152563024998,东渡路
289,东渡路_L_1,24.48343167195,118.07320170595001,东渡路
290,东渡路_L_10,24.48787067655,118.074848580375,东渡路
291,东渡路_L_11,24.488229412949998,118.07497565645,东渡路
292,东渡路_L_12,24.48942119125,118.07534745765,东渡路
293,东渡路_L_13,24.490260691950002,118.07568297860001,东渡路
294,东渡路_L_14,24.4910763356,118.076021803475,东渡路
295,东渡路_L_15,24.505251570475,118.083637201425,东渡路
296,东渡路_L_16,24.505182482675,118.083551435925,东渡路
297,东渡路_L_17,24.5051445784,118.083504381675,东渡路
298,东渡路_L_18,24.505067526575,118.08340872995,东渡路
299,东渡路_L_19,24.504996666925,118.0833207653,东渡路
300,东渡路_L_2,24.48410958305,118.0735300241,东渡路
301,东渡路_L_20,24.50494304785,118.08325420315,东渡路
302,东渡路_L_A13001,24.48929275,118.0752955,东渡路
303,东渡路_L_A13002,24.489977999999997,118.07555625,东渡路
304,东渡路_L_A14001,24.490409500000002,118.07572,东渡路
305,东渡路_L_A14002,24.49601375,118.07882699999999,东渡路
306,东渡路_L_A14003,24.4961485,118.07888725,东渡路
307,东渡路_L_A14004,24.497274500000003,118.07923399999999,东渡路
308,东渡路_L_A14005,24.49774825,118.07948,东渡路
309,东渡路_L_21,24.504843083475,118.0831371495,东渡路
310,东渡路_L_22,24.50480391475,118.0830948537,东渡路
311,东渡路_L_23,24.504746204325,118.08303253599999,东渡路
312,东渡路_L_24,24.504692909150002,118.082974986075,东渡路
313,东渡路_L_25,24.5046447508,118.0829229832,东渡路
314,东渡路_L_26,24.50310218105,118.0818160143,东渡路
315,东渡路_L_27,24.501784780199998,118.08120255397499,东渡路
316,东渡路_L_28,24.5017252114,118.0811782526,东渡路
317,东渡路_L_29,24.5016639781,118.08116381425,东渡路
318,东渡路_L_3,24.48485500055,118.073820697025,东渡路
319,东渡路_L_30,24.5017452135,118.0812470134,东渡路
320,东渡路_L_31,24.5014967947,118.08110342125,东渡路
321,东渡路_L_32,24.501436439450003,118.08107826659999,东渡路
322,东渡路_L_33,24.501343525049997,118.0810519553,东渡路
323,东渡路_L_34,24.50095486865,118.0809591341,东渡路
324,东渡路_L_35,24.4996388526,118.08041259180001,东渡路
325,东渡路_L_36,24.4990598226,118.08008578095001,东渡路
326,东渡路_L_37,24.49790309455,118.07956100564999,东渡路
327,东渡路_L_4,24.485127946775,118.0739115249,东渡路
328,东渡路_L_5,24.485592043525003,118.074069212575,东渡路
329,东渡路_L_6,24.4859667967,118.074231087225,东渡路
330,东渡路_L_7,24.486197831400002,118.0743091797,东渡路
331,东渡路_L_8,24.48690183125,118.0745193461,东渡路
332,东渡路_L_9,24.4873383272,118.0746678132,东渡路
333,东渡路_R_1,24.49373206685,118.07812393445,东渡路
334,东渡路_R_10,24.5021516956,118.08186503255001,东渡路
335,东渡路_R_11,24.50351474035,118.08254869894999,东渡路
336,东渡路_R_13,24.4912001394,118.07650398109999,东渡路
337,东渡路_R_14,24.49035238,118.07610011195,东渡路
338,东渡路_R_15,24.48836500885,118.0754486318,东渡路
339,东渡路_R_16,24.487649654549998,118.07518867785001,东渡路
340,东渡路_R_17,24.4848273526,118.07418412212499,东渡路
341,东渡路_R_18,24.4843637128,118.07406028495,东渡路
342,东渡路_R_19,24.4807868989,118.07322067807499,东渡路
343,东渡路_R_2,24.4961698544,118.07944430885,东渡路
344,东渡路_R_20,24.480556175700002,118.07338508375,东渡路
345,东渡路_R_A13001,24.490570750000003,118.07617950000001,东渡路
346,东渡路_R_A13002,24.490657499999998,118.07621225,东渡路
347,东渡路_R_A13003,24.49081425,118.07628,东渡路
348,东渡路_R_A13004,24.49138225,118.07659724999999,东渡路
349,东渡路_R_A13005,24.49281225,118.0774385,东渡路
350,东渡路_R_A13006,24.4929605,118.07758299999999,东渡路
351,东渡路_R_A13007,24.493609999999997,118.07803075,东渡路
352,东渡路_R_A13008,24.4938495,118.0782085,东渡路
353,东渡路_R_A13009,24.494179,118.078457,东渡路
354,东渡路_R_A13010,24.499272249999997,118.08075000000001,东渡路
355,东渡路_R_A13011,24.4994245,118.080778,东渡路
356,东渡路_R_A13012,24.499764,118.08088199999999,东渡路
357,东渡路_R_A13013,24.50028875,118.08110649999999,东渡路
358,东渡路_R_A13014,24.500768,118.081305,东渡路
359,东渡路_R_A13015,24.50094075,118.0813765,东渡路
360,东渡路_R_A13016,24.503636750000002,118.082628,东渡路
361,东渡路_R_A13017,24.5037745,118.0827275,东渡路
362,东渡路_R_A13018,24.504520499999998,118.0833905,东渡路
363,东渡路_R_A14001,24.480667,118.07328249999999,东渡路
364,东渡路_R_A14002,24.48095275,118.0732235,东渡路
365,东渡路_R_A14003,24.4856865,118.0745115,东渡路
366,东渡路_R_A14004,24.4868445,118.07491250000001,东渡路
367,东渡路_R_21,24.48268862685,118.0730378303,东渡路
368,东渡路_R_3,24.49648842015,118.0795757727,东渡路
369,东渡路_R_4,24.496549939525,118.07959099370001,东渡路
370,东渡路_R_5,24.4982637092,118.080571045,东渡路
371,东渡路_R_6,24.49891627035,118.08069544567499,东渡路
372,东渡路_R_7,24.500504923950004,118.08120908149999,东渡路
373,东渡路_R_8,24.5013317714,118.08157997789999,东渡路
374,东渡路_R_9,24.501742891150002,118.08183549885,东渡路
375,东港一路_L_1,24.484056505749997,118.07145560005,东港一路
376,东港一路_R_1,24.48243689995,118.07154877025,东港一路
377,东港一路_R_A13001,24.48258225,118.0716075,东港一路
378,东港一路_R_A13002,24.4829455,118.07131875,东港一路
379,东港一路_R_A13003,24.4831015,118.07118725000001,东港一路
380,东港一路_R_A13004,24.483309499999997,118.07105525,东港一路
381,东港一路_R_A13005,24.4836375,118.07109874999999,东港一路
382,东港北路_L_A13001,24.48671225,118.07221475,东港北路
383,东港北路_L_A13002,24.486696,118.0723275,东港北路
384,东港北路_L_A13003,24.48620375,118.07277050000002,东港北路
385,东港北路_L_A13004,24.48611025,118.0728155,东港北路
386,东港北路_L_A13005,24.4852845,118.07320800000001,东港北路
387,东港北路_L_A13006,24.484989,118.07334675,东港北路
388,东港北路_L_A13007,24.48485975,118.073414,东港北路
389,东港北路_L_A13008,24.484589500000002,118.07338324999999,东港北路
390,东港北路_L_A13009,24.48451375,118.0733395,东港北路
391,东港南路_L_A13001,24.48219925,118.07166575,东港南路
392,东港南路_L_A13002,24.482179000000002,118.07189325,东港南路
393,东港路_L_1,24.486348258350002,118.07052608320001,东港路
394,东港路_R_1,24.48687172225,118.07031193625,东港路
395,中埔西路0_L_1,24.5364988324,118.10603955675,中埔西路
396,中埔西路0_L_2,24.536534101825,118.106072985,中埔西路
397,中埔西路0_L_3,24.537430688375,118.10691037974999,中埔西路
398,中埔西路0_L_4,24.537464519475,118.10694234925,中埔西路
399,之一路_L_1,24.506343009249996,118.08837378445,之一路
400,之一路_L_2,24.506102307149998,118.0883725987,之一路
401,之一路_L_3,24.50591714985,118.08798934075,之一路
402,之一路_L_4,24.505705631500003,118.0869215397,之一路
403,之一路_L_5,24.505569113299998,118.085980685975,之一路
404,之一路_L_6,24.5055700419,118.08593141395,之一路
405,之一路_L_7,24.505896313799997,118.08539552239999,之一路
406,乌石埔南路0_L_1,24.504971206500002,118.12415788550001,乌石埔南路
407,乌石埔南路0_L_2,24.5050946169,118.1250823905,乌石埔南路
408,乌石埔南路0_R_1,24.504937839100002,118.12455717899999,乌石埔南路
409,乌石浦二路0_L_A19001,24.509041500000002,118.12462450000001,乌石浦二路
410,乌石浦二路0_L_A19002,24.508950499999997,118.12462450000001,乌石浦二路
411,乌石浦二路0_L_A19003,24.50886,118.12462450000001,乌石浦二路
412,乌石浦二路0_L_A19004,24.5070445,118.124589,乌石浦二路
413,乌石浦二路0_L_A19005,24.507566500000003,118.12460225000001,乌石浦二路
414,乌石浦二路0_L_A19006,24.5078825,118.12461,乌石浦二路
415,乌石浦二路0_R_A19001,24.509028999999998,118.12472149999999,乌石浦二路
416,乌石浦二路0_R_A19002,24.508827500000002,118.12472149999999,乌石浦二路
417,乌石浦二路0_R_A19003,24.5087835,118.12472125,乌石浦二路
418,乌石浦二路0_R_A19004,24.50874,118.124721,乌石浦二路
419,乌石浦二路0_R_A19005,24.50834625,118.12470600000002,乌石浦二路
420,乌石浦二路0_R_A19006,24.508295250000003,118.12470375000001,乌石浦二路
421,乌石浦二路0_R_A19007,24.508211749999997,118.12469974999999,乌石浦二路
422,乌石浦二路0_R_A19008,24.50737525,118.12470274999998,乌石浦二路
423,乌石浦二路0_R_A19009,24.507323999999997,118.12470199999998,乌石浦二路
424,乌石浦二路0_R_A19010,24.507049,118.12469924999999,乌石浦二路
425,乌石浦二路_L_1,24.50704726615,118.1245890453,乌石浦二路
426,乌石浦二路_L_2,24.507493382125002,118.12459910355,乌石浦二路
427,乌石浦二路_L_3,24.507952332850003,118.12460991527502,乌石浦二路
428,乌石浦二路_L_4,24.508400319150002,118.1246219869,乌石浦二路
429,乌石浦二路_L_5,24.5090415581,118.124624672275,乌石浦二路
430,乌石浦二路_R_1,24.508947930924997,118.124721212275,乌石浦二路
431,乌石浦二路_R_2,24.5084288539,118.124709104175,乌石浦二路
