FENCE_ID|FENCE_TYPE|BELONG_AREA
东渡路_R_A14003|0|4434
东渡路_R_A14004|0|5433
东渡路_R_21|0|5031
东渡路_R_3|0|4441
东渡路_R_4|0|4441
东渡路_R_5|0|5897
东渡路_R_6|0|2196
东渡路_R_7|0|5962
东渡路_R_8|0|3631
东渡路_R_9|0|2725
东港一路_L_1|0|4518
东港一路_R_1|0|2004
东港一路_R_A13001|0|2004
东港一路_R_A13002|0|1240
东港一路_R_A13003|0|1240
东港一路_R_A13004|0|1240
东港一路_R_A13005|0|4351
东港北路_L_A13001|0|1655
东港北路_L_A13002|0|1655
东港北路_L_A13003|0|5184
东港北路_L_A13004|0|5184
东港北路_L_A13005|0|548
东港北路_L_A13006|0|2948
东港北路_L_A13007|0|2948
东港北路_L_A13008|0|2177
东港北路_L_A13009|0|2177
东港南路_L_A13001|0|1610
东港南路_L_A13002|0|1610
东港路_L_1|0|3115
东港路_R_1|0|5575
中埔西路0_L_1|0|3330
中埔西路0_L_2|0|3330
中埔西路0_L_3|0|3610
中埔西路0_L_4|0|3610
之一路_L_1|0|4609
之一路_L_2|0|4609
之一路_L_3|0|1487
之一路_L_4|0|5775
之一路_L_5|0|4516
之一路_L_6|0|4516
之一路_L_7|0|3296
乌石埔南路0_L_1|0|3702
乌石埔南路0_L_2|0|2909
乌石埔南路0_R_1|0|2297
乌石浦二路0_L_A19001|0|140
乌石浦二路0_L_A19002|0|140
乌石浦二路0_L_A19003|0|140
乌石浦二路0_L_A19004|0|1379
乌石浦二路0_L_A19005|0|1379
乌石浦二路0_L_A19006|0|3167
乌石浦二路0_R_A19001|0|140
乌石浦二路0_R_A19002|0|140
乌石浦二路0_R_A19003|0|140
乌石浦二路0_R_A19004|0|140
乌石浦二路0_R_A19005|0|3394
乌石浦二路0_R_A19006|0|3394
乌石浦二路0_R_A19007|0|3394
乌石浦二路0_R_A19008|0|1379
乌石浦二路0_R_A19009|0|1379
乌石浦二路0_R_A19010|0|1379
乌石浦二路_L_1|0|1379
乌石浦二路_L_2|0|1379
乌石浦二路_L_3|0|3167
乌石浦二路_L_4|0|3394
乌石浦二路_L_5|0|140
乌石浦二路_R_1|0|140
乌石浦二路_R_2|0|3394
乌石浦二路_R_4|0|1379
乌石浦二路_R_5|0|1379
乌石浦五路0_L_A19001|0|5084
乌石浦五路0_L_A19002|0|520
乌石浦五路0_L_A19003|0|520
乌石浦五路0_L_A19004|0|520
乌石浦五路0_L_A19005|0|520
乌石浦五路0_R_A19001|0|520
乌石浦五路0_R_A19002|0|520
乌石浦五路_L_1|0|5084
乌石浦五路_L_10|0|1282
乌石浦五路_L_2|0|520
乌石浦五路_L_3|0|520
乌石浦五路_L_4|0|2646
乌石浦五路_L_5|0|2646
乌石浦五路_L_6|0|2646
乌石浦五路_L_7|0|2646
乌石浦五路_L_8|0|2646
乌石浦五路_L_9|0|1282
乌石浦五路_R_1|0|4963
乌石浦五路_R_2|0|1282
乌石浦五路_R_3|0|2646
乌石浦五路_R_4|0|520
乌石浦五路_R_5|0|520
乌石浦五路_R_6|0|5084
乌石浦南路0_L_A19001|0|1673
乌石浦南路0_L_A19002|0|1509
乌石浦南路0_L_A19003|0|1509
乌石浦南路0_L_A19004|0|2909
乌石浦南路0_R_A19001|0|1673
乌石浦南路_L_1|0|1609
乌石浦南路_L_10|0|2749
乌石浦南路_L_2|0|1609
乌石浦南路_L_3|0|3702
乌石浦南路_L_4|0|2297
乌石浦南路_L_5|0|2909
乌石浦南路_L_7|0|1509
乌石浦南路_R_2|0|1509
乌石浦南路_R_3|0|1509
乌石浦南路_R_4|0|2909
乌石浦南路_R_5|0|1609
乌石浦路0_L_1|0|2675
乌石浦路0_L_10|0|1030
乌石浦路0_L_11|0|1030
乌石浦路0_L_2|0|255
乌石浦路0_L_A19001|0|2675
乌石浦路0_L_A19002|0|2675
乌石浦路0_L_A19003|0|4761
乌石浦路0_L_A19004|0|4761
乌石浦路0_L_A19005|0|1538
乌石浦路0_L_A19006|0|1538
乌石浦路0_L_A19007|0|1538
乌石浦路0_L_A19008|0|599
乌石浦路0_L_A19009|0|599
乌石浦路0_L_A19010|0|599
乌石浦路0_L_A19011|0|599
乌石浦路0_L_A19012|0|1030
乌石浦路0_L_A19013|0|1030
乌石浦路0_L_3|0|255
乌石浦路0_L_4|0|255
乌石浦路0_L_5|0|914
乌石浦路0_L_6|0|914
乌石浦路0_L_7|0|3413
乌石浦路0_L_8|0|599
乌石浦路0_L_9|0|1030
乌石浦路0_R_1|0|2675
乌石浦路0_R_10|0|3413
乌石浦路0_R_11|0|1538
乌石浦路0_R_12|0|1538
乌石浦路0_R_13|0|1538
乌石浦路0_R_14|0|599
乌石浦路0_R_15|0|1030
乌石浦路0_R_16|0|1030
乌石浦路0_R_2|0|2675
乌石浦路0_R_A19001|0|1030
乌石浦路0_R_A19002|0|1030
乌石浦路0_R_A19003|0|1030
乌石浦路0_R_A19004|0|599
乌石浦路0_R_A19005|0|599
乌石浦路0_R_A19006|0|599
乌石浦路0_R_A19007|0|599
乌石浦路0_R_A19008|0|3413
乌石浦路0_R_A19009|0|3413
乌石浦路0_R_A19010|0|3413
乌石浦路0_R_A19011|0|914
乌石浦路0_R_A19012|0|914
乌石浦路0_R_A19013|0|255
乌石浦路0_R_A19014|0|255
乌石浦路0_R_A19015|0|2675
乌石浦路0_R_A19016|0|2675
乌石浦路0_R_A19017|0|2675
乌石浦路0_R_3|0|2675
乌石浦路0_R_4|0|2675
乌石浦路0_R_5|0|4169
乌石浦路0_R_6|0|4169
乌石浦路0_R_7|0|914
乌石浦路0_R_8|0|914
乌石浦路0_R_9|0|3413
乌石浦路_L_2|0|914
乌石浦路_L_3|0|914
乌石浦路_L_4|0|4761
乌石浦路_L_5|0|2675
乌石浦路_L_6|0|2675
乌石浦路_L_7|0|4470
乌石浦路_R_2|0|1538
乌石浦路_R_3|0|599
云顶中路0_L_1|0|4908
云顶中路0_L_10|0|5101
云顶中路0_L_11|0|5101
云顶中路0_L_12|0|5101
云顶中路0_L_13|0|4485
云顶中路0_L_14|0|3294
云顶中路0_L_15|0|4582
云顶中路0_L_16|0|4582
云顶中路0_L_17|0|4582
云顶中路0_L_18|0|5023
云顶中路0_L_19|0|5023
云顶中路0_L_2|0|4908
云顶中路0_L_20|0|5011
云顶中路0_L_B30001|0|5148
云顶中路0_L_A03001|0|1714
云顶中路0_L_A03002|1|1390
云顶中路0_L_A03003|1|1390
云顶中路0_L_21|0|4494
云顶中路0_L_22|0|4494
云顶中路0_L_23|0|3399
云顶中路0_L_24|0|3399
云顶中路0_L_25|0|5482
云顶中路0_L_26|0|6065
云顶中路0_L_27|0|1044
云顶中路0_L_28|0|5389
云顶中路0_L_29|0|4200
云顶中路0_L_3|0|574
云顶中路0_L_30|0|4184
云顶中路0_L_31|0|1372
云顶中路0_L_32|0|1372
云顶中路0_L_33|0|3803
云顶中路0_L_34|0|3803
云顶中路0_L_35|0|3803
云顶中路0_L_36|0|3803
云顶中路0_L_37|0|3803
云顶中路0_L_38|0|3803
云顶中路0_L_39|0|2633
云顶中路0_L_4|1|1390
云顶中路0_L_40|0|2633
云顶中路0_L_41|0|2633
云顶中路0_L_42|0|2633
云顶中路0_L_43|0|2633
云顶中路0_L_44|0|5951
云顶中路0_L_45|0|907
云顶中路0_L_46|0|907
云顶中路0_L_47|0|261
云顶中路0_L_48|0|261
云顶中路0_L_49|0|261
云顶中路0_L_5|1|3777
云顶中路0_L_6|1|3777
云顶中路0_L_7|1|3777
云顶中路0_L_8|1|3777
云顶中路0_L_9|0|5101
云顶中路0_R_1|0|2192
云顶中路0_R_10|0|1714
云顶中路0_R_11|0|1714
云顶中路0_R_12|0|1714
云顶中路0_R_13|0|1714
云顶中路0_R_14|0|2408
云顶中路0_R_15|0|2736
云顶中路0_R_16|0|2736
云顶中路0_R_17|0|2736
云顶中路0_R_18|0|2736
云顶中路0_R_19|0|2884
云顶中路0_R_2|0|2019
云顶中路0_R_20|0|3217
云顶中路0_R_B30001|0|4262
云顶中路0_R_A03001|0|2893
云顶中路0_R_21|0|3441
云顶中路0_R_22|0|3441
云顶中路0_R_23|0|3715
云顶中路0_R_24|0|4460
云顶中路0_R_25|0|4460
云顶中路0_R_26|0|4460
云顶中路0_R_27|0|4460
云顶中路0_R_28|0|2578
云顶中路0_R_29|0|2578
云顶中路0_R_3|0|1681
云顶中路0_R_30|0|3918
云顶中路0_R_31|0|3927
云顶中路0_R_32|0|3927
云顶中路0_R_33|0|3102
云顶中路0_R_34|0|3102
云顶中路0_R_35|0|2631
云顶中路0_R_36|0|4654
云顶中路0_R_37|0|4654
云顶中路0_R_38|0|4394
云顶中路0_R_39|0|565
云顶中路0_R_4|0|1681
云顶中路0_R_40|0|565
云顶中路0_R_41|0|565
云顶中路0_R_42|0|565
云顶中路0_R_43|0|1189
云顶中路0_R_44|0|4631
云顶中路0_R_45|0|4631
云顶中路0_R_46|0|4631
云顶中路0_R_47|0|4631
云顶中路0_R_48|0|5804
云顶中路0_R_49|0|3172
云顶中路0_R_5|0|5062
云顶中路0_R_50|0|3172
云顶中路0_R_51|0|3172
云顶中路0_R_52|0|6007
云顶中路0_R_53|0|1742
云顶中路0_R_54|0|1742
云顶中路0_R_55|0|2265
云顶中路0_R_56|0|2265
云顶中路0_R_57|0|2423
云顶中路0_R_58|0|5923
云顶中路0_R_59|0|3752
云顶中路0_R_6|0|2558
云顶中路0_R_60|0|3752
云顶中路0_R_61|0|3752
云顶中路0_R_7|0|2558
云顶中路0_R_8|0|1714
云顶中路0_R_9|0|1714
云顶中路_L_B29001|0|1835
云顶中路_L_B29002|0|3661
云顶中路_L_B29003|0|6004
云顶中路_L_B29004|0|574
云顶中路_L_B29005|0|5744
云顶中路_L_B29006|0|4223
云顶中路_L_B29007|0|164
云顶中路_L_B29008|0|4874
云顶中路_L_B29009|0|5148
云顶中路_L_B29010|0|2978
云顶中路_L_B29011|0|4720
云顶中路(吕岭路至莲前东路段)_R_1|0|4058
云顶中路(吕岭路至莲前东路段)_R_2|0|2254
云顶中路(吕岭路至莲前东路段)_R_3|0|4926
云顶中路(吕岭路至莲前东路段)_R_4|0|2019
云顶中路(吕岭路至莲前东路段)_R_5|0|2192
云顶中路(莲前东路至吕岭路)_L_1|0|4541
云顶北路0_L_1|0|261
云顶北路0_L_10|0|459
云顶北路0_L_11|0|2974
云顶北路0_L_12|0|2974
云顶北路0_L_13|0|2974
云顶北路0_L_14|0|3543
云顶北路0_L_15|0|3543
云顶北路0_L_16|0|4338
云顶北路0_L_17|0|3166
云顶北路0_L_18|0|3166
云顶北路0_L_19|0|3166
云顶北路0_L_2|0|2657
云顶北路0_L_20|0|517
云顶北路0_L_A20001|0|350
云顶北路0_L_A20002|0|350
云顶北路0_L_A20003|0|350
云顶北路0_L_21|0|517
云顶北路0_L_22|0|517
云顶北路0_L_23|0|2335
云顶北路0_L_24|0|1296
云顶北路0_L_25|0|1296
云顶北路0_L_26|0|1296
云顶北路0_L_27|0|1296
云顶北路0_L_28|0|1296
云顶北路0_L_29|0|996
云顶北路0_L_3|0|2657
云顶北路0_L_30|0|996
云顶北路0_L_31|0|996
云顶北路0_L_32|0|1950
云顶北路0_L_33|0|1950
云顶北路0_L_34|0|1950
云顶北路0_L_35|0|1950
云顶北路0_L_36|0|1950
云顶北路0_L_37|0|485
云顶北路0_L_38|0|2277
云顶北路0_L_39|0|4717
云顶北路0_L_4|0|4637
云顶北路0_L_40|0|350
云顶北路0_L_41|0|2185
云顶北路0_L_42|0|2185
云顶北路0_L_43|0|2185
云顶北路0_L_44|0|4800
云顶北路0_L_45|0|214
云顶北路0_L_46|0|1238
云顶北路0_L_47|0|1238
云顶北路0_L_48|0|3813
云顶北路0_L_49|0|442
云顶北路0_L_5|1|1301
云顶北路0_L_50|0|1828
云顶北路0_L_51|0|1828
云顶北路0_L_52|0|1020
云顶北路0_L_53|0|1977
云顶北路0_L_54|0|2582
云顶北路0_L_55|0|2582
云顶北路0_L_56|0|2055
云顶北路0_L_57|0|896
云顶北路0_L_58|0|2362
云顶北路0_L_59|0|3656
云顶北路0_L_6|1|1301
云顶北路0_L_60|0|3656
云顶北路0_L_61|0|3633
云顶北路0_L_7|1|1301
云顶北路0_L_8|0|459
云顶北路0_L_9|0|459
云顶北路0_R_1|0|3112
云顶北路0_R_10|0|4820
云顶北路0_R_11|0|5763
云顶北路0_R_12|0|5763
云顶北路0_R_13|0|5723
云顶北路0_R_14|0|2601
云顶北路0_R_15|0|2601
云顶北路0_R_16|0|2601
云顶北路0_R_17|0|3937
云顶北路0_R_18|0|3937
云顶北路0_R_19|0|2298
云顶北路0_R_2|0|4412
云顶北路0_R_20|0|5449
云顶北路0_R_21|0|3978
云顶北路0_R_22|0|1179
云顶北路0_R_23|0|4512
云顶北路0_R_24|0|4512
云顶北路0_R_25|0|5125
云顶北路0_R_26|0|5125
云顶北路0_R_27|0|160
云顶北路0_R_28|0|160
云顶北路0_R_29|0|160
云顶北路0_R_3|0|3975
云顶北路0_R_30|0|160
云顶北路0_R_31|0|160
云顶北路0_R_32|0|160
云顶北路0_R_33|0|3054
云顶北路0_R_34|0|3054
云顶北路0_R_35|0|4336
云顶北路0_R_36|0|5385
云顶北路0_R_37|0|5385
云顶北路0_R_38|0|4189
云顶北路0_R_39|0|68
云顶北路0_R_4|0|279
云顶北路0_R_40|0|68
云顶北路0_R_41|0|660
云顶北路0_R_42|0|4483
云顶北路0_R_43|0|127
云顶北路0_R_44|0|5006
云顶北路0_R_45|0|3929
云顶北路0_R_5|0|279
云顶北路0_R_6|0|279
云顶北路0_R_7|0|279
云顶北路0_R_8|0|4656
云顶北路0_R_9|0|4656
云顶北路_L_1|0|1828
云顶北路_L_10|0|3166
云顶北路_L_11|0|261
云顶北路_L_12|0|261
云顶北路_L_13|0|261
云顶北路_L_14|0|261
云顶北路_L_15|0|261
云顶北路_L_16|0|261
云顶北路_L_17|0|261
云顶北路_L_18|0|907
云顶北路_L_19|0|907
云顶北路_L_2|0|1828
云顶北路_L_20|0|2064
云顶北路_L_B27001|0|5269
云顶北路_L_B27002|0|3656
云顶北路_L_B27003|0|3656
云顶北路_L_B27004|0|3656
云顶北路_L_B27005|0|2582
云顶北路_L_B27006|0|5662
云顶北路_L_B27007|0|1977
云顶北路_L_B27008|0|1238
云顶北路_L_B27009|0|214
云顶北路_L_B27010|0|214
云顶北路_L_B27011|0|214
云顶北路_L_B27012|0|214
云顶北路_L_B27013|0|2185
云顶北路_L_B27014|0|2185
云顶北路_L_B27015|0|2185
云顶北路_L_B27016|0|2185
云顶北路_L_B27017|0|5423
云顶北路_L_B27018|0|4754
云顶北路_L_B27019|0|3594
云顶北路_L_B27020|0|2698
云顶北路_L_B27021|0|2277
云顶北路_L_B27022|0|2277
云顶北路_L_B27023|0|485
云顶北路_L_B27024|0|485
云顶北路_L_B27025|0|485
云顶北路_L_B27026|0|485
云顶北路_L_B27027|0|1950
云顶北路_L_B27028|0|1950
云顶北路_L_B27029|0|1950
云顶北路_L_3|0|1828
云顶北路_L_4|0|3813
云顶北路_L_5|0|1238
云顶北路_L_6|0|5423
云顶北路_L_7|0|485
云顶北路_L_8|0|1472
云顶北路_L_9|0|2706
云顶北路_R_1|0|2150
云顶北路_R_10|0|19
云顶北路_R_11|0|1007
云顶北路_R_12|0|3752
云顶北路_R_13|0|3752
云顶北路_R_14|0|1691
云顶北路_R_15|0|3112
云顶北路_R_16|0|279
云顶北路_R_17|0|279
云顶北路_R_18|0|279
云顶北路_R_19|0|279
云顶北路_R_2|0|19
云顶北路_R_20|0|279
云顶北路_R_21|0|461
云顶北路_R_22|0|461
云顶北路_R_23|0|461
云顶北路_R_24|0|461
云顶北路_R_25|0|461
云顶北路_R_26|0|461
云顶北路_R_27|0|461
云顶北路_R_28|0|461
云顶北路_R_29|0|461
云顶北路_R_3|0|19
云顶北路_R_30|0|461
云顶北路_R_31|0|461
云顶北路_R_32|0|461
云顶北路_R_33|0|461
云顶北路_R_34|0|4656
云顶北路_R_35|0|461
云顶北路_R_36|0|461
云顶北路_R_37|0|3
云顶北路_R_38|0|3
云顶北路_R_39|0|3
云顶北路_R_4|0|19
云顶北路_R_40|0|3
云顶北路_R_41|0|3
云顶北路_R_42|0|3
云顶北路_R_43|0|3
云顶北路_R_44|0|3
云顶北路_R_45|0|3
云顶北路_R_46|0|3
云顶北路_R_47|0|3
云顶北路_R_48|0|2601
云顶北路_R_49|0|3937
云顶北路_R_5|0|19
云顶北路_R_50|0|280
云顶北路_R_51|0|1179
云顶北路_R_52|0|5899
云顶北路_R_53|0|4092
云顶北路_R_54|0|4512
